Depth,Lithology_values,Lithology
456,,unknown
457,,unknown
458,,unknown
459,,unknown
460,,unknown
461,,unknown
462,,unknown
463,,unknown
464,,unknown
465,,unknown
466,,unknown
467,,unknown
468,,unknown
469,,unknown
470,,unknown
471,,unknown
472,,unknown
473,,unknown
474,,unknown
475,,unknown
476,,unknown
477,,unknown
478,,unknown
479,,unknown
480,,unknown
481,,unknown
482,,unknown
483,,unknown
484,,unknown
485,,unknown
486,,unknown
487,,unknown
488,,unknown
489,,unknown
490,,unknown
491,,unknown
492,,unknown
493,,unknown
494,,unknown
495,,unknown
496,,unknown
497,,unknown
498,,unknown
499,,unknown
500,,unknown
501,,unknown
502,,unknown
503,,unknown
504,,unknown
505,,unknown
506,,unknown
507,,unknown
508,,unknown
509,,unknown
510,,unknown
511,,unknown
512,,unknown
513,,unknown
514,,unknown
515,,unknown
516,,unknown
517,,unknown
518,,unknown
519,,unknown
520,,unknown
521,,unknown
522,,unknown
523,,unknown
524,,unknown
525,,unknown
526,,unknown
527,,unknown
528,,unknown
529,,unknown
530,,unknown
531,,unknown
532,,unknown
533,,unknown
534,,unknown
535,,unknown
536,,unknown
537,,unknown
538,,unknown
539,,unknown
540,,unknown
541,,unknown
542,,unknown
543,,unknown
544,,unknown
545,,unknown
546,,unknown
547,,unknown
548,,unknown
549,,unknown
550,,unknown
551,,unknown
552,,unknown
553,,unknown
554,,unknown
555,,unknown
556,,unknown
557,,unknown
558,,unknown
559,,unknown
560,,unknown
561,,unknown
562,,unknown
563,,unknown
564,,unknown
565,,unknown
566,,unknown
567,,unknown
568,,unknown
569,,unknown
570,,unknown
571,,unknown
572,,unknown
573,,unknown
574,,unknown
575,,unknown
576,,unknown
577,,unknown
578,,unknown
579,,unknown
580,,unknown
581,,unknown
582,,unknown
583,,unknown
584,,unknown
585,,unknown
586,,unknown
587,,unknown
588,,unknown
589,,unknown
590,,unknown
591,,unknown
592,,unknown
593,,unknown
594,,unknown
595,,unknown
596,,unknown
597,,unknown
598,,unknown
599,,unknown
600,,unknown
601,,unknown
602,,unknown
603,,unknown
604,,unknown
605,,unknown
606,,unknown
607,,unknown
608,,unknown
609,,unknown
610,,unknown
611,,unknown
612,,unknown
613,,unknown
614,,unknown
615,,unknown
616,,unknown
617,,unknown
618,,unknown
619,,unknown
620,,unknown
621,,unknown
622,,unknown
623,,unknown
624,,unknown
625,,unknown
626,,unknown
627,,unknown
628,,unknown
629,,unknown
630,,unknown
631,,unknown
632,,unknown
633,,unknown
634,,unknown
635,,unknown
636,,unknown
637,,unknown
638,,unknown
639,,unknown
640,,unknown
641,,unknown
642,,unknown
643,,unknown
644,,unknown
645,,unknown
646,,unknown
647,,unknown
648,,unknown
649,,unknown
650,,unknown
651,,unknown
652,,unknown
653,,unknown
654,,unknown
655,,unknown
656,,unknown
657,,unknown
658,,unknown
659,,unknown
660,,unknown
661,,unknown
662,,unknown
663,,unknown
664,,unknown
665,,unknown
666,,unknown
667,,unknown
668,,unknown
669,,unknown
670,,unknown
671,,unknown
672,,unknown
673,,unknown
674,,unknown
675,,unknown
676,,unknown
677,,unknown
678,,unknown
679,,unknown
680,,unknown
681,,unknown
682,,unknown
683,,unknown
684,,unknown
685,,unknown
686,,unknown
687,,unknown
688,,unknown
689,,unknown
690,,unknown
691,,unknown
692,,unknown
693,,unknown
694,,unknown
695,,unknown
696,,unknown
697,,unknown
698,,unknown
699,,unknown
700,,unknown
701,,unknown
702,,unknown
703,,unknown
704,,unknown
705,,unknown
706,,unknown
707,,unknown
708,,unknown
709,,unknown
710,,unknown
711,,unknown
712,,unknown
713,,unknown
714,,unknown
715,,unknown
716,,unknown
717,,unknown
718,,unknown
719,,unknown
720,,unknown
721,,unknown
722,,unknown
723,,unknown
724,,unknown
725,,unknown
726,,unknown
727,,unknown
728,,unknown
729,,unknown
730,,unknown
731,,unknown
732,,unknown
733,,unknown
734,,unknown
735,,unknown
736,,unknown
737,,unknown
738,,unknown
739,,unknown
740,,unknown
741,,unknown
742,,unknown
743,,unknown
744,,unknown
745,,unknown
746,,unknown
747,,unknown
748,,unknown
749,,unknown
750,,unknown
751,,unknown
752,,unknown
753,,unknown
754,,unknown
755,,unknown
756,,unknown
757,,unknown
758,,unknown
759,,unknown
760,,unknown
761,,unknown
762,,unknown
763,,unknown
764,,unknown
765,,unknown
766,,unknown
767,,unknown
768,,unknown
769,,unknown
770,,unknown
771,,unknown
772,,unknown
773,,unknown
774,,unknown
775,,unknown
776,,unknown
777,,unknown
778,,unknown
779,,unknown
780,,unknown
781,,unknown
782,,unknown
783,,unknown
784,,unknown
785,,unknown
786,,unknown
787,,unknown
788,,unknown
789,,unknown
790,,unknown
791,,unknown
792,,unknown
793,,unknown
794,,unknown
795,,unknown
796,,unknown
797,,unknown
798,,unknown
799,,unknown
800,,unknown
801,,unknown
802,,unknown
803,,unknown
804,,unknown
805,,unknown
806,,unknown
807,,unknown
808,,unknown
809,,unknown
810,,unknown
811,,unknown
812,,unknown
813,,unknown
814,,unknown
815,,unknown
816,,unknown
817,,unknown
818,,unknown
819,,unknown
820,,unknown
821,,unknown
822,,unknown
823,,unknown
824,,unknown
825,,unknown
826,,unknown
827,,unknown
828,,unknown
829,,unknown
830,,unknown
831,,unknown
832,,unknown
833,,unknown
834,,unknown
835,,unknown
836,,unknown
837,,unknown
838,,unknown
839,,unknown
840,,unknown
841,,unknown
842,,unknown
843,,unknown
844,,unknown
845,,unknown
846,,unknown
847,,unknown
848,,unknown
849,,unknown
850,,unknown
851,,unknown
852,,unknown
853,,unknown
854,,unknown
855,,unknown
856,,unknown
857,,unknown
858,,unknown
859,,unknown
860,,unknown
861,,unknown
862,,unknown
863,,unknown
864,,unknown
865,,unknown
866,,unknown
867,,unknown
868,,unknown
869,,unknown
870,,unknown
871,,unknown
872,,unknown
873,,unknown
874,,unknown
875,,unknown
876,,unknown
877,,unknown
878,,unknown
879,,unknown
880,,unknown
881,,unknown
882,,unknown
883,,unknown
884,,unknown
885,,unknown
886,,unknown
887,,unknown
888,,unknown
889,,unknown
890,,unknown
891,,unknown
892,,unknown
893,,unknown
894,,unknown
895,,unknown
896,,unknown
897,,unknown
898,,unknown
899,,unknown
900,,unknown
901,,unknown
902,,unknown
903,,unknown
904,,unknown
905,,unknown
906,,unknown
907,,unknown
908,,unknown
909,,unknown
910,,unknown
911,,unknown
912,,unknown
913,,unknown
914,,unknown
915,,unknown
916,,unknown
917,,unknown
918,,unknown
919,,unknown
920,,unknown
921,,unknown
922,,unknown
923,,unknown
924,,unknown
925,,unknown
926,,unknown
927,,unknown
928,,unknown
929,,unknown
930,,unknown
931,,unknown
932,,unknown
933,,unknown
934,,unknown
935,,unknown
936,,unknown
937,,unknown
938,,unknown
939,,unknown
940,,unknown
941,,unknown
942,,unknown
943,,unknown
944,,unknown
945,,unknown
946,,unknown
947,,unknown
948,,unknown
949,,unknown
950,,unknown
951,,unknown
952,,unknown
953,,unknown
954,,unknown
955,,unknown
956,,unknown
957,,unknown
958,,unknown
959,,unknown
960,,unknown
961,,unknown
962,,unknown
963,,unknown
964,,unknown
965,,unknown
966,,unknown
967,,unknown
968,,unknown
969,,unknown
970,,unknown
971,,unknown
972,,unknown
973,,unknown
974,,unknown
975,,unknown
976,,unknown
977,,unknown
978,,unknown
979,,unknown
980,,unknown
981,,unknown
982,,unknown
983,,unknown
984,,unknown
985,,unknown
986,,unknown
987,,unknown
988,,unknown
989,,unknown
990,,unknown
991,,unknown
992,,unknown
993,,unknown
994,,unknown
995,,unknown
996,,unknown
997,,unknown
998,,unknown
999,,unknown
1000,,unknown
1001,,unknown
1002,,unknown
1003,,unknown
1004,,unknown
1005,,unknown
1006,,unknown
1007,,unknown
1008,,unknown
1009,,unknown
1010,,unknown
1011,,unknown
1012,,unknown
1013,,unknown
1014,,unknown
1015,,unknown
1016,,unknown
1017,,unknown
1018,,unknown
1019,,unknown
1020,,unknown
1021,,unknown
1022,,unknown
1023,,unknown
1024,,unknown
1025,,unknown
1026,,unknown
1027,,unknown
1028,,unknown
1029,,unknown
1030,,unknown
1031,,unknown
1032,,unknown
1033,,unknown
1034,,unknown
1035,,unknown
1036,,unknown
1037,,unknown
1038,,unknown
1039,,unknown
1040,,unknown
1041,,unknown
1042,,unknown
1043,,unknown
1044,,unknown
1045,,unknown
1046,,unknown
1047,,unknown
1048,,unknown
1049,,unknown
1050,,unknown
1051,,unknown
1052,,unknown
1053,,unknown
1054,,unknown
1055,,unknown
1056,,unknown
1057,,unknown
1058,,unknown
1059,,unknown
1060,,unknown
1061,,unknown
1062,,unknown
1063,,unknown
1064,,unknown
1065,,unknown
1066,,unknown
1067,,unknown
1068,,unknown
1069,,unknown
1070,,unknown
1071,,unknown
1072,,unknown
1073,,unknown
1074,,unknown
1075,,unknown
1076,,unknown
1077,,unknown
1078,,unknown
1079,,unknown
1080,,unknown
1081,,unknown
1082,,unknown
1083,,unknown
1084,,unknown
1085,,unknown
1086,,unknown
1087,,unknown
1088,,unknown
1089,,unknown
1090,,unknown
1091,,unknown
1092,,unknown
1093,,unknown
1094,,unknown
1095,,unknown
1096,,unknown
1097,,unknown
1098,,unknown
1099,,unknown
1100,,unknown
1101,,unknown
1102,,unknown
1103,,unknown
1104,,unknown
1105,,unknown
1106,,unknown
1107,,unknown
1108,,unknown
1109,,unknown
1110,,unknown
1111,,unknown
1112,,unknown
1113,,unknown
1114,,unknown
1115,,unknown
1116,,unknown
1117,,unknown
1118,,unknown
1119,,unknown
1120,,unknown
1121,,unknown
1122,,unknown
1123,,unknown
1124,,unknown
1125,,unknown
1126,,unknown
1127,,unknown
1128,,unknown
1129,,unknown
1130,,unknown
1131,,unknown
1132,,unknown
1133,,unknown
1134,,unknown
1135,,unknown
1136,,unknown
1137,,unknown
1138,,unknown
1139,,unknown
1140,,unknown
1141,,unknown
1142,,unknown
1143,,unknown
1144,,unknown
1145,,unknown
1146,,unknown
1147,,unknown
1148,,unknown
1149,,unknown
1150,,unknown
1151,,unknown
1152,,unknown
1153,,unknown
1154,,unknown
1155,,unknown
1156,,unknown
1157,,unknown
1158,,unknown
1159,,unknown
1160,,unknown
1161,,unknown
1162,,unknown
1163,,unknown
1164,,unknown
1165,,unknown
1166,,unknown
1167,,unknown
1168,,unknown
1169,,unknown
1170,,unknown
1171,,unknown
1172,,unknown
1173,,unknown
1174,,unknown
1175,,unknown
1176,,unknown
1177,,unknown
1178,,unknown
1179,,unknown
1180,,unknown
1181,,unknown
1182,,unknown
1183,,unknown
1184,,unknown
1185,,unknown
1186,,unknown
1187,,unknown
1188,,unknown
1189,,unknown
1190,,unknown
1191,,unknown
1192,,unknown
1193,,unknown
1194,,unknown
1195,,unknown
1196,,unknown
1197,,unknown
1198,,unknown
1199,,unknown
1200,,unknown
1201,,unknown
1202,,unknown
1203,,unknown
1204,,unknown
1205,,unknown
1206,,unknown
1207,,unknown
1208,,unknown
1209,,unknown
1210,,unknown
1211,,unknown
1212,,unknown
1213,,unknown
1214,,unknown
1215,,unknown
1216,,unknown
1217,,unknown
1218,,unknown
1219,,unknown
1220,,unknown
1221,,unknown
1222,,unknown
1223,,unknown
1224,,unknown
1225,,unknown
1226,,unknown
1227,,unknown
1228,,unknown
1229,,unknown
1230,,unknown
1231,,unknown
1232,,unknown
1233,,unknown
1234,,unknown
1235,,unknown
1236,,unknown
1237,,unknown
1238,,unknown
1239,,unknown
1240,,unknown
1241,,unknown
1242,,unknown
1243,,unknown
1244,,unknown
1245,,unknown
1246,,unknown
1247,,unknown
1248,,unknown
1249,,unknown
1250,,unknown
1251,,unknown
1252,,unknown
1253,,unknown
1254,,unknown
1255,,unknown
1256,,unknown
1257,,unknown
1258,,unknown
1259,,unknown
1260,,unknown
1261,,unknown
1262,,unknown
1263,,unknown
1264,,unknown
1265,,unknown
1266,,unknown
1267,,unknown
1268,,unknown
1269,,unknown
1270,,unknown
1271,,unknown
1272,,unknown
1273,,unknown
1274,,unknown
1275,,unknown
1276,,unknown
1277,,unknown
1278,,unknown
1279,,unknown
1280,,unknown
1281,,unknown
1282,,unknown
1283,,unknown
1284,,unknown
1285,,unknown
1286,,unknown
1287,,unknown
1288,,unknown
1289,,unknown
1290,,unknown
1291,,unknown
1292,,unknown
1293,,unknown
1294,,unknown
1295,,unknown
1296,,unknown
1297,,unknown
1298,,unknown
1299,,unknown
1300,,unknown
1301,,unknown
1302,,unknown
1303,,unknown
1304,,unknown
1305,,unknown
1306,,unknown
1307,,unknown
1308,,unknown
1309,,unknown
1310,,unknown
1311,,unknown
1312,,unknown
1313,,unknown
1314,,unknown
1315,,unknown
1316,,unknown
1317,,unknown
1318,,unknown
1319,,unknown
1320,,unknown
1321,,unknown
1322,,unknown
1323,,unknown
1324,,unknown
1325,,unknown
1326,,unknown
1327,,unknown
1328,,unknown
1329,,unknown
1330,,unknown
1331,,unknown
1332,,unknown
1333,,unknown
1334,,unknown
1335,,unknown
1336,,unknown
1337,,unknown
1338,,unknown
1339,,unknown
1340,,unknown
1341,,unknown
1342,,unknown
1343,,unknown
1344,,unknown
1345,,unknown
1346,,unknown
1347,,unknown
1348,,unknown
1349,,unknown
1350,,unknown
1351,,unknown
1352,,unknown
1353,,unknown
1354,,unknown
1355,,unknown
1356,,unknown
1357,,unknown
1358,,unknown
1359,,unknown
1360,,unknown
1361,,unknown
1362,,unknown
1363,,unknown
1364,,unknown
1365,,unknown
1366,,unknown
1367,,unknown
1368,,unknown
1369,,unknown
1370,,unknown
1371,,unknown
1372,,unknown
1373,,unknown
1374,,unknown
1375,,unknown
1376,,unknown
1377,,unknown
1378,,unknown
1379,,unknown
1380,,unknown
1381,,unknown
1382,,unknown
1383,,unknown
1384,,unknown
1385,600,clay-shale
1386,600,clay-shale
1387,600,clay-shale
1388,600,clay-shale
1389,600,clay-shale
1390,600,clay-shale
1391,600,clay-shale
1392,600,clay-shale
1393,600,clay-shale
1394,600,clay-shale
1395,600,clay-shale
1396,600,clay-shale
1397,600,clay-shale
1398,600,clay-shale
1399,600,clay-shale
1400,600,clay-shale
1401,600,clay-shale
1402,600,clay-shale
1403,600,clay-shale
1404,600,clay-shale
1405,600,clay-shale
1406,600,clay-shale
1407,600,clay-shale
1408,600,clay-shale
1409,600,clay-shale
1410,600,clay-shale
1411,600,clay-shale
1412,600,clay-shale
1413,600,clay-shale
1414,600,clay-shale
1415,600,clay-shale
1416,600,clay-shale
1417,600,clay-shale
1418,600,clay-shale
1419,600,clay-shale
1420,600,clay-shale
1421,600,clay-shale
1422,600,clay-shale
1423,600,clay-shale
1424,600,clay-shale
1425,600,clay-shale
1426,600,clay-shale
1427,600,clay-shale
1428,600,clay-shale
1429,600,clay-shale
1430,600,clay-shale
1431,600,clay-shale
1432,600,clay-shale
1433,600,clay-shale
1434,600,clay-shale
1435,600,clay-shale
1436,600,clay-shale
1437,600,clay-shale
1438,600,clay-shale
1439,600,clay-shale
1440,600,clay-shale
1441,600,clay-shale
1442,600,clay-shale
1443,600,clay-shale
1444,600,clay-shale
1445,600,clay-shale
1446,600,clay-shale
1447,600,clay-shale
1448,600,clay-shale
1449,600,clay-shale
1450,600,clay-shale
1451,600,clay-shale
1452,600,clay-shale
1453,600,clay-shale
1454,600,clay-shale
1455,600,clay-shale
1456,600,clay-shale
1457,600,clay-shale
1458,600,clay-shale
1459,600,clay-shale
1460,600,clay-shale
1461,600,clay-shale
1462,600,clay-shale
1463,600,clay-shale
1464,600,clay-shale
1465,600,clay-shale
1466,600,clay-shale
1467,600,clay-shale
1468,600,clay-shale
1469,600,clay-shale
1470,600,clay-shale
1471,600,clay-shale
1472,600,clay-shale
1473,600,clay-shale
1474,600,clay-shale
1475,600,clay-shale
1476,600,clay-shale
1477,600,clay-shale
1478,600,clay-shale
1479,600,clay-shale
1480,600,clay-shale
1481,600,clay-shale
1482,600,clay-shale
1483,600,clay-shale
1484,600,clay-shale
1485,600,clay-shale
1486,600,clay-shale
1487,600,clay-shale
1488,600,clay-shale
1489,600,clay-shale
1490,600,clay-shale
1491,600,clay-shale
1492,600,clay-shale
1493,600,clay-shale
1494,600,clay-shale
1495,600,clay-shale
1496,600,clay-shale
1497,600,clay-shale
1498,600,clay-shale
1499,600,clay-shale
1500,600,clay-shale
1501,600,clay-shale
1502,600,clay-shale
1503,600,clay-shale
1504,600,clay-shale
1505,600,clay-shale
1506,600,clay-shale
1507,600,clay-shale
1508,600,clay-shale
1509,600,clay-shale
1510,600,clay-shale
1511,600,clay-shale
1512,600,clay-shale
1513,600,clay-shale
1514,600,clay-shale
1515,600,clay-shale
1516,600,clay-shale
1517,600,clay-shale
1518,600,clay-shale
1519,600,clay-shale
1520,600,clay-shale
1521,600,clay-shale
1522,600,clay-shale
1523,600,clay-shale
1524,600,clay-shale
1525,600,clay-shale
1526,600,clay-shale
1527,600,clay-shale
1528,600,clay-shale
1529,600,clay-shale
1530,600,clay-shale
1531,600,clay-shale
1532,600,clay-shale
1533,600,clay-shale
1534,600,clay-shale
1535,600,clay-shale
1536,600,clay-shale
1537,600,clay-shale
1538,600,clay-shale
1539,600,clay-shale
1540,600,clay-shale
1541,600,clay-shale
1542,600,clay-shale
1543,600,clay-shale
1544,600,clay-shale
1545,600,clay-shale
1546,600,clay-shale
1547,600,clay-shale
1548,600,clay-shale
1549,600,clay-shale
1550,600,clay-shale
1551,600,clay-shale
1552,600,clay-shale
1553,600,clay-shale
1554,600,clay-shale
1555,600,clay-shale
1556,600,clay-shale
1557,600,clay-shale
1558,600,clay-shale
1559,600,clay-shale
1560,600,clay-shale
1561,600,clay-shale
1562,600,clay-shale
1563,600,clay-shale
1564,600,clay-shale
1565,600,clay-shale
1566,600,clay-shale
1567,600,clay-shale
1568,600,clay-shale
1569,600,clay-shale
1570,600,clay-shale
1571,600,clay-shale
1572,600,clay-shale
1573,600,clay-shale
1574,600,clay-shale
1575,600,clay-shale
1576,600,clay-shale
1577,600,clay-shale
1578,600,clay-shale
1579,600,clay-shale
1580,600,clay-shale
1581,600,clay-shale
1582,600,clay-shale
1583,600,clay-shale
1584,600,clay-shale
1585,600,clay-shale
1586,600,clay-shale
1587,600,clay-shale
1588,600,clay-shale
1589,600,clay-shale
1590,600,clay-shale
1591,600,clay-shale
1592,600,clay-shale
1593,600,clay-shale
1594,600,clay-shale
1595,600,clay-shale
1596,600,clay-shale
1597,600,clay-shale
1598,600,clay-shale
1599,600,clay-shale
1600,600,clay-shale
1601,600,clay-shale
1602,600,clay-shale
1603,600,clay-shale
1604,600,clay-shale
1605,600,clay-shale
1606,600,clay-shale
1607,600,clay-shale
1608,600,clay-shale
1609,600,clay-shale
1610,600,clay-shale
1611,600,clay-shale
1612,600,clay-shale
1613,600,clay-shale
1614,600,clay-shale
1615,600,clay-shale
1616,600,clay-shale
1617,600,clay-shale
1618,600,clay-shale
1619,600,clay-shale
1620,600,clay-shale
1621,600,clay-shale
1622,600,clay-shale
1623,600,clay-shale
1624,600,clay-shale
1625,600,clay-shale
1626,600,clay-shale
1627,600,clay-shale
1628,600,clay-shale
1629,600,clay-shale
1630,600,clay-shale
1631,600,clay-shale
1632,600,clay-shale
1633,600,clay-shale
1634,600,clay-shale
1635,600,clay-shale
1636,600,clay-shale
1637,600,clay-shale
1638,600,clay-shale
1639,600,clay-shale
1640,600,clay-shale
1641,600,clay-shale
1642,600,clay-shale
1643,600,clay-shale
1644,600,clay-shale
1645,600,clay-shale
1646,600,clay-shale
1647,600,clay-shale
1648,600,clay-shale
1649,600,clay-shale
1650,600,clay-shale
1651,600,clay-shale
1652,600,clay-shale
1653,600,clay-shale
1654,600,clay-shale
1655,600,clay-shale
1656,600,clay-shale
1657,600,clay-shale
1658,600,clay-shale
1659,600,clay-shale
1660,600,clay-shale
1661,600,clay-shale
1662,600,clay-shale
1663,600,clay-shale
1664,600,clay-shale
1665,600,clay-shale
1666,600,clay-shale
1667,600,clay-shale
1668,600,clay-shale
1669,600,clay-shale
1670,600,clay-shale
1671,600,clay-shale
1672,600,clay-shale
1673,600,clay-shale
1674,600,clay-shale
1675,600,clay-shale
1676,600,clay-shale
1677,600,clay-shale
1678,600,clay-shale
1679,600,clay-shale
1680,600,clay-shale
1681,600,clay-shale
1682,600,clay-shale
1683,600,clay-shale
1684,600,clay-shale
1685,600,clay-shale
1686,600,clay-shale
1687,600,clay-shale
1688,600,clay-shale
1689,600,clay-shale
1690,600,clay-shale
1691,600,clay-shale
1692,600,clay-shale
1693,600,clay-shale
1694,600,clay-shale
1695,600,clay-shale
1696,600,clay-shale
1697,600,clay-shale
1698,600,clay-shale
1699,600,clay-shale
1700,600,clay-shale
1701,600,clay-shale
1702,600,clay-shale
1703,600,clay-shale
1704,600,clay-shale
1705,600,clay-shale
1706,600,clay-shale
1707,600,clay-shale
1708,600,clay-shale
1709,600,clay-shale
1710,600,clay-shale
1711,600,clay-shale
1712,600,clay-shale
1713,600,clay-shale
1714,600,clay-shale
1715,600,clay-shale
1716,600,clay-shale
1717,600,clay-shale
1718,600,clay-shale
1719,600,clay-shale
1720,600,clay-shale
1721,600,clay-shale
1722,600,clay-shale
1723,600,clay-shale
1724,600,clay-shale
1725,600,clay-shale
1726,600,clay-shale
1727,600,clay-shale
1728,600,clay-shale
1729,600,clay-shale
1730,600,clay-shale
1731,600,clay-shale
1732,600,clay-shale
1733,600,clay-shale
1734,600,clay-shale
1735,600,clay-shale
1736,600,clay-shale
1737,600,clay-shale
1738,600,clay-shale
1739,600,clay-shale
1740,600,clay-shale
1741,600,clay-shale
1742,600,clay-shale
1743,600,clay-shale
1744,600,clay-shale
1745,600,clay-shale
1746,600,clay-shale
1747,600,clay-shale
1748,600,clay-shale
1749,600,clay-shale
1750,600,clay-shale
1751,600,clay-shale
1752,600,clay-shale
1753,600,clay-shale
1754,600,clay-shale
1755,600,clay-shale
1756,600,clay-shale
1757,600,clay-shale
1758,600,clay-shale
1759,600,clay-shale
1760,600,clay-shale
1761,600,clay-shale
1762,600,clay-shale
1763,600,clay-shale
1764,600,clay-shale
1765,600,clay-shale
1766,600,clay-shale
1767,600,clay-shale
1768,600,clay-shale
1769,600,clay-shale
1770,600,clay-shale
1771,600,clay-shale
1772,600,clay-shale
1773,600,clay-shale
1774,600,clay-shale
1775,600,clay-shale
1776,600,clay-shale
1777,600,clay-shale
1778,600,clay-shale
1779,600,clay-shale
1780,600,clay-shale
1781,600,clay-shale
1782,600,clay-shale
1783,600,clay-shale
1784,600,clay-shale
1785,600,clay-shale
1786,600,clay-shale
1787,600,clay-shale
1788,600,clay-shale
1789,600,clay-shale
1790,600,clay-shale
1791,600,clay-shale
1792,600,clay-shale
1793,600,clay-shale
1794,600,clay-shale
1795,600,clay-shale
1796,600,clay-shale
1797,600,clay-shale
1798,600,clay-shale
1799,600,clay-shale
1800,600,clay-shale
1801,600,clay-shale
1802,600,clay-shale
1803,600,clay-shale
1804,600,clay-shale
1805,600,clay-shale
1806,600,clay-shale
1807,600,clay-shale
1808,600,clay-shale
1809,600,clay-shale
1810,600,clay-shale
1811,600,clay-shale
1812,600,clay-shale
1813,600,clay-shale
1814,600,clay-shale
1815,600,clay-shale
1816,600,clay-shale
1817,600,clay-shale
1818,600,clay-shale
1819,600,clay-shale
1820,600,clay-shale
1821,600,clay-shale
1822,600,clay-shale
1823,600,clay-shale
1824,600,clay-shale
1825,600,clay-shale
1826,600,clay-shale
1827,600,clay-shale
1828,600,clay-shale
1829,600,clay-shale
