Depth,Lithology_values,Lithology
263,300.19,sandstone
264,,unknown
265,,unknown
266,,unknown
267,,unknown
268,,unknown
269,,unknown
270,600,clay-shale
271,,unknown
272,,unknown
273,,unknown
274,,unknown
275,,unknown
276,,unknown
277,,unknown
278,,unknown
279,,unknown
280,600,clay-shale
281,,unknown
282,,unknown
283,,unknown
284,,unknown
285,,unknown
286,,unknown
287,,unknown
288,,unknown
289,,unknown
290,600,clay-shale
291,,unknown
292,,unknown
293,,unknown
294,,unknown
295,,unknown
296,,unknown
297,,unknown
298,,unknown
299,,unknown
300,600,clay-shale
301,,unknown
302,,unknown
303,,unknown
304,,unknown
305,,unknown
306,,unknown
307,,unknown
308,,unknown
309,,unknown
310,600,clay-shale
311,,unknown
312,,unknown
313,,unknown
314,,unknown
315,,unknown
316,,unknown
317,,unknown
318,,unknown
319,,unknown
320,600,clay-shale
321,,unknown
322,,unknown
323,,unknown
324,,unknown
325,,unknown
326,,unknown
327,,unknown
328,,unknown
329,,unknown
330,600,clay-shale
331,,unknown
332,,unknown
333,,unknown
334,,unknown
335,,unknown
336,,unknown
337,,unknown
338,,unknown
339,,unknown
340,600,clay-shale
341,,unknown
342,,unknown
343,,unknown
344,,unknown
345,,unknown
346,,unknown
347,,unknown
348,,unknown
349,,unknown
350,600,clay-shale
351,,unknown
352,,unknown
353,,unknown
354,,unknown
355,,unknown
356,,unknown
357,,unknown
358,,unknown
359,,unknown
360,600,clay-shale
361,,unknown
362,,unknown
363,,unknown
364,,unknown
365,,unknown
366,,unknown
367,,unknown
368,,unknown
369,,unknown
370,600,clay-shale
371,,unknown
372,,unknown
373,,unknown
374,,unknown
375,,unknown
376,,unknown
377,,unknown
378,,unknown
379,,unknown
380,600,clay-shale
381,,unknown
382,,unknown
383,,unknown
384,,unknown
385,,unknown
386,,unknown
387,,unknown
388,,unknown
389,,unknown
390,600,clay-shale
391,,unknown
392,,unknown
393,,unknown
394,,unknown
395,,unknown
396,,unknown
397,,unknown
398,,unknown
399,,unknown
400,600,clay-shale
401,,unknown
402,,unknown
403,,unknown
404,,unknown
405,,unknown
406,,unknown
407,,unknown
408,,unknown
409,,unknown
410,600,clay-shale
411,,unknown
412,,unknown
413,,unknown
414,,unknown
415,,unknown
416,,unknown
417,,unknown
418,,unknown
419,,unknown
420,600,clay-shale
421,,unknown
422,,unknown
423,,unknown
424,,unknown
425,,unknown
426,,unknown
427,,unknown
428,,unknown
429,,unknown
430,600,clay-shale
431,,unknown
432,,unknown
433,,unknown
434,,unknown
435,,unknown
436,,unknown
437,,unknown
438,,unknown
439,,unknown
440,600,clay-shale
441,,unknown
442,,unknown
443,,unknown
444,,unknown
445,,unknown
446,,unknown
447,,unknown
448,,unknown
449,,unknown
450,600,clay-shale
451,,unknown
452,,unknown
453,,unknown
454,,unknown
455,,unknown
456,,unknown
457,,unknown
458,,unknown
459,,unknown
460,600,clay-shale
461,,unknown
462,,unknown
463,,unknown
464,,unknown
465,,unknown
466,,unknown
467,,unknown
468,,unknown
469,,unknown
470,600,clay-shale
471,,unknown
472,,unknown
473,,unknown
474,,unknown
475,,unknown
476,,unknown
477,,unknown
478,,unknown
479,,unknown
480,600,clay-shale
481,,unknown
482,,unknown
483,,unknown
484,,unknown
485,,unknown
486,,unknown
487,,unknown
488,,unknown
489,,unknown
490,600,clay-shale
491,,unknown
492,,unknown
493,,unknown
494,,unknown
495,,unknown
496,,unknown
497,,unknown
498,,unknown
499,,unknown
500,600,clay-shale
501,,unknown
502,,unknown
503,,unknown
504,,unknown
505,,unknown
506,,unknown
507,,unknown
508,,unknown
509,,unknown
510,,unknown
511,,unknown
512,,unknown
513,,unknown
514,,unknown
515,,unknown
516,,unknown
517,,unknown
518,,unknown
519,,unknown
520,600,clay-shale
521,,unknown
522,,unknown
523,,unknown
524,,unknown
525,,unknown
526,,unknown
527,,unknown
528,,unknown
529,,unknown
530,,unknown
531,,unknown
532,,unknown
533,,unknown
534,,unknown
535,,unknown
536,,unknown
537,,unknown
538,,unknown
539,,unknown
540,600,clay-shale
541,,unknown
542,,unknown
543,,unknown
544,,unknown
545,,unknown
546,,unknown
547,,unknown
548,,unknown
549,,unknown
550,600,clay-shale
551,,unknown
552,,unknown
553,,unknown
554,,unknown
555,,unknown
556,,unknown
557,,unknown
558,,unknown
559,,unknown
560,600,clay-shale
561,,unknown
562,,unknown
563,,unknown
564,,unknown
565,,unknown
566,,unknown
567,,unknown
568,,unknown
569,,unknown
570,600,clay-shale
571,,unknown
572,,unknown
573,,unknown
574,,unknown
575,,unknown
576,,unknown
577,,unknown
578,,unknown
579,,unknown
580,,unknown
581,,unknown
582,,unknown
583,,unknown
584,,unknown
585,,unknown
586,,unknown
587,,unknown
588,,unknown
589,,unknown
590,,unknown
591,,unknown
592,,unknown
593,,unknown
594,,unknown
595,,unknown
596,,unknown
597,,unknown
598,,unknown
599,,unknown
600,600,clay-shale
601,,unknown
602,,unknown
603,,unknown
604,,unknown
605,,unknown
606,,unknown
607,,unknown
608,,unknown
609,,unknown
610,,unknown
611,,unknown
612,,unknown
613,,unknown
614,,unknown
615,,unknown
616,,unknown
617,,unknown
618,,unknown
619,,unknown
620,620.34,clay-shale
621,,unknown
622,,unknown
623,,unknown
624,,unknown
625,,unknown
626,,unknown
627,,unknown
628,,unknown
629,,unknown
630,,unknown
631,,unknown
632,,unknown
633,,unknown
634,,unknown
635,,unknown
636,,unknown
637,,unknown
638,,unknown
639,,unknown
640,,unknown
641,,unknown
642,,unknown
643,,unknown
644,,unknown
645,,unknown
646,,unknown
647,,unknown
648,,unknown
649,,unknown
650,,unknown
651,,unknown
652,,unknown
653,,unknown
654,,unknown
655,,unknown
656,,unknown
657,,unknown
658,,unknown
659,,unknown
660,,unknown
661,,unknown
662,,unknown
663,,unknown
664,,unknown
665,,unknown
666,,unknown
667,,unknown
668,,unknown
669,,unknown
670,,unknown
671,,unknown
672,,unknown
673,,unknown
674,,unknown
675,,unknown
676,,unknown
677,,unknown
678,,unknown
679,,unknown
680,,unknown
681,,unknown
682,,unknown
683,,unknown
684,,unknown
685,,unknown
686,,unknown
687,,unknown
688,,unknown
689,,unknown
690,,unknown
691,,unknown
692,,unknown
693,,unknown
694,,unknown
695,,unknown
696,,unknown
697,,unknown
698,,unknown
699,,unknown
700,,unknown
701,,unknown
702,,unknown
703,,unknown
704,,unknown
705,,unknown
706,,unknown
707,,unknown
708,,unknown
709,,unknown
710,,unknown
711,,unknown
712,,unknown
713,,unknown
714,,unknown
715,,unknown
716,,unknown
717,,unknown
718,,unknown
719,,unknown
720,,unknown
721,,unknown
722,,unknown
723,,unknown
724,,unknown
725,,unknown
726,,unknown
727,,unknown
728,,unknown
729,,unknown
730,,unknown
731,,unknown
732,,unknown
733,,unknown
734,,unknown
735,,unknown
736,,unknown
737,,unknown
738,,unknown
739,,unknown
740,,unknown
741,,unknown
742,,unknown
743,,unknown
744,,unknown
745,,unknown
746,,unknown
747,,unknown
748,,unknown
749,,unknown
750,,unknown
751,,unknown
752,,unknown
753,,unknown
754,,unknown
755,,unknown
756,,unknown
757,,unknown
758,,unknown
759,,unknown
760,,unknown
761,,unknown
762,,unknown
763,,unknown
764,,unknown
765,,unknown
766,,unknown
767,,unknown
768,,unknown
769,,unknown
770,,unknown
771,,unknown
772,,unknown
773,,unknown
774,,unknown
775,,unknown
776,,unknown
777,,unknown
778,,unknown
779,,unknown
780,,unknown
781,,unknown
782,,unknown
783,,unknown
784,,unknown
785,,unknown
786,,unknown
787,,unknown
788,,unknown
789,,unknown
790,,unknown
791,,unknown
792,,unknown
793,,unknown
794,,unknown
795,,unknown
796,,unknown
797,,unknown
798,,unknown
799,,unknown
800,,unknown
801,,unknown
802,,unknown
803,,unknown
804,,unknown
805,,unknown
806,,unknown
807,,unknown
808,,unknown
809,,unknown
810,,unknown
811,,unknown
812,,unknown
813,,unknown
814,,unknown
815,,unknown
816,,unknown
817,,unknown
818,,unknown
819,,unknown
820,,unknown
821,,unknown
822,,unknown
823,,unknown
824,,unknown
825,,unknown
826,,unknown
827,,unknown
828,,unknown
829,,unknown
830,,unknown
831,,unknown
832,,unknown
833,,unknown
834,,unknown
835,,unknown
836,,unknown
837,,unknown
838,,unknown
839,,unknown
840,,unknown
841,,unknown
842,,unknown
843,,unknown
844,,unknown
845,,unknown
846,,unknown
847,,unknown
848,,unknown
849,,unknown
850,,unknown
851,,unknown
852,,unknown
853,,unknown
854,,unknown
855,,unknown
856,,unknown
857,,unknown
858,,unknown
859,,unknown
860,,unknown
861,,unknown
862,,unknown
863,,unknown
864,,unknown
865,,unknown
866,,unknown
867,,unknown
868,,unknown
869,,unknown
870,,unknown
871,,unknown
872,,unknown
873,,unknown
874,,unknown
875,,unknown
876,,unknown
877,,unknown
878,,unknown
879,,unknown
880,,unknown
881,,unknown
882,,unknown
883,,unknown
884,,unknown
885,,unknown
886,,unknown
887,,unknown
888,,unknown
889,,unknown
890,,unknown
891,,unknown
892,,unknown
893,,unknown
894,,unknown
895,,unknown
896,,unknown
897,,unknown
898,,unknown
899,,unknown
900,,unknown
901,,unknown
902,,unknown
903,,unknown
904,,unknown
905,,unknown
906,,unknown
907,,unknown
908,,unknown
909,,unknown
910,,unknown
911,,unknown
912,,unknown
913,,unknown
914,,unknown
915,,unknown
916,,unknown
917,,unknown
918,,unknown
919,,unknown
920,,unknown
921,,unknown
922,,unknown
923,,unknown
924,,unknown
925,,unknown
926,,unknown
927,,unknown
928,,unknown
929,,unknown
930,,unknown
931,,unknown
932,,unknown
933,,unknown
934,,unknown
935,,unknown
936,,unknown
937,,unknown
938,,unknown
939,,unknown
940,,unknown
941,,unknown
942,,unknown
943,,unknown
944,,unknown
945,,unknown
946,,unknown
947,,unknown
948,,unknown
949,,unknown
950,,unknown
951,,unknown
952,,unknown
953,,unknown
954,,unknown
955,,unknown
956,,unknown
957,,unknown
958,,unknown
959,,unknown
960,,unknown
961,,unknown
962,,unknown
963,,unknown
964,,unknown
965,,unknown
966,,unknown
967,,unknown
968,,unknown
969,,unknown
970,,unknown
971,,unknown
972,,unknown
973,,unknown
974,,unknown
975,,unknown
976,,unknown
977,,unknown
978,,unknown
979,,unknown
980,,unknown
981,,unknown
982,,unknown
983,,unknown
984,,unknown
985,,unknown
986,,unknown
987,,unknown
988,,unknown
989,,unknown
990,,unknown
991,,unknown
992,,unknown
993,,unknown
994,,unknown
995,,unknown
996,,unknown
997,,unknown
998,,unknown
999,,unknown
1000,,unknown
1001,,unknown
1002,,unknown
1003,,unknown
1004,,unknown
1005,,unknown
1006,,unknown
1007,,unknown
1008,,unknown
1009,,unknown
1010,,unknown
1011,,unknown
1012,,unknown
1013,,unknown
1014,,unknown
1015,,unknown
1016,,unknown
1017,,unknown
1018,,unknown
1019,,unknown
1020,,unknown
1021,,unknown
1022,,unknown
1023,,unknown
1024,,unknown
1025,,unknown
1026,,unknown
1027,,unknown
1028,,unknown
1029,,unknown
1030,,unknown
1031,,unknown
1032,,unknown
1033,,unknown
1034,,unknown
1035,,unknown
1036,,unknown
1037,,unknown
1038,,unknown
1039,,unknown
1040,,unknown
1041,,unknown
1042,,unknown
1043,,unknown
1044,,unknown
1045,,unknown
1046,,unknown
1047,,unknown
1048,,unknown
1049,,unknown
1050,,unknown
1051,,unknown
1052,,unknown
1053,,unknown
1054,,unknown
1055,,unknown
1056,,unknown
1057,,unknown
1058,,unknown
1059,,unknown
1060,,unknown
1061,,unknown
1062,,unknown
1063,,unknown
1064,,unknown
1065,,unknown
1066,,unknown
1067,,unknown
1068,,unknown
1069,,unknown
1070,,unknown
1071,,unknown
1072,,unknown
1073,,unknown
1074,,unknown
1075,,unknown
1076,,unknown
1077,,unknown
1078,,unknown
1079,,unknown
1080,,unknown
1081,,unknown
1082,,unknown
1083,,unknown
1084,,unknown
1085,,unknown
1086,,unknown
1087,,unknown
1088,,unknown
1089,,unknown
1090,,unknown
1091,,unknown
1092,,unknown
1093,,unknown
1094,,unknown
1095,,unknown
1096,,unknown
1097,,unknown
1098,,unknown
1099,,unknown
1100,,unknown
1101,,unknown
1102,,unknown
1103,,unknown
1104,,unknown
1105,,unknown
1106,,unknown
1107,,unknown
1108,,unknown
1109,,unknown
1110,,unknown
1111,,unknown
1112,,unknown
1113,,unknown
1114,,unknown
1115,,unknown
1116,,unknown
1117,,unknown
1118,,unknown
1119,,unknown
1120,,unknown
1121,,unknown
1122,,unknown
1123,,unknown
1124,,unknown
1125,,unknown
1126,,unknown
1127,,unknown
1128,,unknown
1129,,unknown
1130,,unknown
1131,,unknown
1132,,unknown
1133,,unknown
1134,,unknown
1135,,unknown
1136,,unknown
1137,,unknown
1138,,unknown
1139,,unknown
1140,,unknown
1141,,unknown
1142,,unknown
1143,,unknown
1144,,unknown
1145,,unknown
1146,,unknown
1147,,unknown
1148,,unknown
1149,,unknown
1150,,unknown
1151,,unknown
1152,,unknown
1153,,unknown
1154,,unknown
1155,,unknown
1156,,unknown
1157,,unknown
1158,,unknown
1159,,unknown
1160,,unknown
1161,,unknown
1162,,unknown
1163,,unknown
1164,,unknown
1165,,unknown
1166,,unknown
1167,,unknown
1168,,unknown
1169,,unknown
1170,,unknown
1171,,unknown
1172,,unknown
1173,,unknown
1174,,unknown
1175,,unknown
1176,,unknown
1177,,unknown
1178,,unknown
1179,,unknown
1180,,unknown
1181,,unknown
1182,,unknown
